time,mag_max,event_count,mag_mean,mag_sum,longitude_mean,latitude_mean,depth_mean,time_diff_float_mean,time_diff_float_std,depth_std,latitude_std,longitude_std,mag_scatter,weight_richter,weight_Mw
20/06/1973,2.77,2,2.42,4.84,-117.3528334,33.86275,9.175,190495.22,268564.4588,4.490128061,0.789956079,1.481624385,0.494974747,1.00E-06,1
21/06/1973,5.3,15,2.876666667,43.15,-115.5858222,33.30933334,9.698666667,9899.907333,23955.00175,4.171625012,1.044273905,0.113302613,0.799729121,0.001,4
22/06/1973,2.73,1,2.73,2.73,-115.5833333,33.0363333,5.29,6380.63,34275.14448,3.584878882,1.509140144,0.820090916,0.636745332,1.00E-06,1
23/06/1973,2.67,2,2.335,4.67,-116.6641667,34.5105,3.75,69296.89,44595.28722,2.998132752,1.974006384,1.526879219,0.473761543,1.00E-06,1
24/06/1973,4.2,1,4.2,4.2,-116.153,37.754,5,74039.77,35510.69419,2.444962324,1.578596629,1.206187807,0.450813304,0.0001,3
25/06/1973,3.12,1,3.12,3.12,-116.8346667,33.8565,19,90137.72,26426.10116,1.891791895,1.183186875,0.885496394,0.427865064,1.00E-05,2
26/06/1973,2.84,1,2.84,2.84,-116.7556667,34.008,6,125885.46,17341.50813,1.338621467,0.78777712,0.564804981,0.404916825,1.00E-06,1
27/06/1973,3,3,2.7,8.1,-116.0913333,33.65305557,6.433333333,28663.77667,8256.915096,0.785451038,0.392367366,0.244113568,0.381968585,1.00E-06,2
28/06/1973,4.9,3,3.53,10.59,-116.6227222,35.57183333,2.003333333,23681.69667,31805.39598,3.461218475,1.37423925,0.514785977,1.186970935,0.0001,3
29/06/1973,3.1,2,2.63,5.26,-118.5385,34.6381667,7.3,48665.645,24769.63235,3.761808076,0.318198052,0.211424928,0.664680374,1.00E-05,2
01/07/1973,2.83,3,2.726666667,8.18,-116.8611111,33.69994447,6.433333333,56938.51667,36499.31485,4.842864166,0.472556401,1.231900517,0.161967075,1.00E-06,1
02/07/1973,3.03,1,3.03,3.03,-118.3003333,34.0876667,2.58,65074.92,23994.5889,4.514468155,0.379054868,0.769156751,0.162300817,1.00E-05,2
03/07/1973,2.49,2,2.375,4.75,-118.0955,33.88425,3.04,30461.95,11489.86294,4.186072145,0.285553336,0.306412986,0.16263456,1.00E-06,1
04/07/1973,3.72,3,3.106666667,9.32,-116.9531111,34.8665,5.66,33227.34667,26569.96171,0.571664237,2.267014832,1.515975099,0.664931074,1.00E-05,2
08/07/1973,2.33,1,2.33,2.33,-119.004,34.0565,6,110192.11,38947.41676,0.523259018,0.418430438,0.731443028,0.109601551,1.00E-06,1
09/07/1973,3.3,1,3.3,3.3,-121.597,36.775,2,142910.68,24819.16694,0.784888527,0.215284564,0.439083842,0.093691649,1.00E-05,2
10/07/1973,2.69,2,2.635,5.27,-116.66725,33.49741665,6.7,48505.68,10690.91713,1.046518036,0.01213869,0.146724657,0.077781746,1.00E-06,1
11/07/1973,2,1,2,2,-116.4765,33.1263333,6,43961.47,26090.16061,1.611074228,0.186827835,0.166558863,0.234496649,1.00E-07,1
14/07/1973,4.49,9,2.702222222,24.32,-116.9797963,34.25762963,6.623333333,33107.69556,72287.89105,3.304742804,0.71089527,0.226061482,0.704641359,0.0001,3
15/07/1973,2.57,2,2.36,4.72,-117.0748333,33.72441665,6.755,37735.465,4269.362252,9.524728343,0.87551607,2.031517782,0.296984848,1.00E-06,1
16/07/1973,3.16,3,2.616666667,7.85,-117.7257222,34.26572223,5.946666667,24986.76667,21343.33956,3.575043123,0.248386403,1.146098953,0.473743953,1.00E-05,2
17/07/1973,3.39,1,3.39,3.39,-116.8046667,34.4075,6,77519.7,37188.74557,3.128162733,0.593858815,1.426110746,0.4932495,1.00E-05,2
18/07/1973,2.59,1,2.59,2.59,-116.7648333,33.9961667,4.61,105713.41,53034.15157,2.681282342,0.939331226,1.70612254,0.512755046,1.00E-06,1
19/07/1973,2.52,1,2.52,2.52,-117.5995,36.1806667,6,88573.72,68879.55758,2.234401952,1.284803638,1.986134334,0.532260592,1.00E-06,1
20/07/1973,3.12,1,3.12,3.12,-120.4641667,36.0196667,6,97035.29,84724.96359,1.787521562,1.630276049,2.266146128,0.551766139,1.00E-05,2
26/07/1973,2.04,1,2.04,2.04,-118.4388333,34.4303333,6.72,124879.7,99939.14614,0.323316151,2.402624548,2.254156372,0.407944328,1.00E-06,1
27/07/1973,2.91,1,2.91,2.91,-118.584,35.3216667,6.22,92026.8,75855.4254,0.484974226,2.097853975,1.688137907,0.29702233,1.00E-06,2
28/07/1973,2.8,3,2.603333333,7.81,-116.927,34.40766667,5.626666667,52474.93333,51771.70467,0.646632301,1.793083401,1.122119442,0.186100331,1.00E-06,1
29/07/1973,2.65,2,2.455,4.91,-118.534,35.2639167,9.355,18285.52,9541.571626,4.744686502,1.709430644,0.589727056,0.275771645,1.00E-06,1
30/07/1973,3.5,2,3.235,6.47,-117.1576667,36.44833335,5.5,45644.53,38616.71352,0.707106781,1.644258945,2.840683619,0.374766594,1.00E-05,2
31/07/1973,2.29,1,2.29,2.29,-116.3901667,34.7508333,0.01,137557.93,25586.56188,1.356859384,1.413390872,1.529826253,0.320134631,1.00E-06,1
01/08/1973,2.69,4,2.3825,9.53,-118.077125,35.16654168,1.4925,18731.4775,12556.41023,2.006611987,1.182522799,0.218968888,0.265502668,1.00E-06,1
02/08/1973,3.3,7,2.834285714,19.84,-118.7228333,34.8847381,6.351428571,13998.73286,10082.33146,1.430191462,1.252582126,1.87235827,0.375936925,1.00E-05,2
05/08/1973,3.06,1,3.06,3.06,-117.5083333,33.751,6.08,222720.14,22650.7232,2.101025022,0.757105817,1.517715525,0.378887293,1.00E-05,2
06/08/1973,5.14,1,5.14,5.14,-119.4748333,33.9568333,16.92,122639.45,26840.18711,2.324636209,0.591947048,1.399501277,0.379870749,0.001,4
08/08/1973,2.56,2,2.29,4.58,-117.6034167,34.2118333,6.82,71850.955,35219.11494,2.771858582,0.261629509,1.16307278,0.381837662,1.00E-06,1
09/08/1973,2.82,1,2.82,2.82,-118.6851667,35.1291667,6,87108.28,42104.37277,3.860803025,0.49202848,0.802271545,0.279307179,1.00E-06,1
10/08/1973,2.74,2,2.615,5.23,-116.1711667,34.00533335,11.5,54956.02,48989.63059,4.949747468,0.722427452,0.44147031,0.176776695,1.00E-06,1
11/08/1973,2.47,1,2.47,2.47,-116.6411667,33.9648333,6,75312.13,74393.84744,4.63296363,0.695745951,0.786114155,0.158391919,1.00E-06,1
15/08/1973,3.1,2,3.04,6.08,-117.8426667,33.7188333,9.83,160732.71,176010.7148,3.365828278,0.589019949,2.164689536,0.084852814,1.00E-05,2
16/08/1973,2.69,4,2.6,10.4,-116.7595833,34.63870832,3.0775,30772.0375,23493.6223,3.439199277,0.854704373,0.354539108,0.147648231,1.00E-06,1
17/08/1973,2.81,1,2.81,2.81,-117.9473333,37.041,6,31149.85,27272.7901,3.738389499,0.669536259,0.953849576,0.183425666,1.00E-06,1
18/08/1973,2.6,2,2.445,4.89,-116.71725,33.448,3.145,59029.44,31051.9579,4.037579721,0.484368145,1.553160045,0.219203102,1.00E-06,1
20/08/1973,3.53,2,2.925,5.85,-118.7188333,34.15358335,3.335,82878.27,65093.56327,3.768879144,0.308416431,0.63498189,0.855599205,1.00E-05,2
23/08/1973,2.78,2,2.605,5.21,-116.9921667,33.74391665,8.385,46351.125,37683.91947,3.372899346,0.936091504,1.965285424,0.247487373,1.00E-06,1
24/08/1973,2.49,1,2.49,2.49,-119.1748333,34.523,6,36960.43,34156.73102,4.599181781,1.202611506,1.964871007,0.238235317,1.00E-06,1
